# JMH version: 1.19
# VM version: JDK 1.8.0_131, VM 25.131-b11
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.github.arnaudroger.re2j.JavaRegex.testExp1

# Run progress: 0.00% complete, ETA 00:26:40
# Fork: 1 of 10
# Warmup Iteration   1: 78286.241 ops/s
# Warmup Iteration   2: 81580.147 ops/s
# Warmup Iteration   3: 81109.747 ops/s
# Warmup Iteration   4: 81183.719 ops/s
# Warmup Iteration   5: 80579.680 ops/s
# Warmup Iteration   6: 83157.315 ops/s
# Warmup Iteration   7: 83037.256 ops/s
# Warmup Iteration   8: 82926.468 ops/s
# Warmup Iteration   9: 82618.063 ops/s
# Warmup Iteration  10: 80922.564 ops/s
# Warmup Iteration  11: 81204.638 ops/s
# Warmup Iteration  12: 81264.252 ops/s
# Warmup Iteration  13: 80465.501 ops/s
# Warmup Iteration  14: 80543.633 ops/s
# Warmup Iteration  15: 83013.254 ops/s
# Warmup Iteration  16: 82932.487 ops/s
# Warmup Iteration  17: 78908.471 ops/s
# Warmup Iteration  18: 82015.690 ops/s
# Warmup Iteration  19: 81249.864 ops/s
# Warmup Iteration  20: 82903.773 ops/s
Iteration  20: 8125.725 ops/s


Result "com.github.arnaudroger.re2j.Re2jRegex.testExp1":
  7952.196 ±(99.9%) 64.420 ops/s [Average]
  (min, avg, max) = (6720.213, 7952.196, 8261.916), stdev = 272.757
  CI (99.9%): [7887.777, 8016.616] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 1.8.0_131, VM 25.131-b11
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.github.arnaudroger.re2j.Re2jRegex.testExp2

# Run progress: 75.00% complete, ETA 00:06:42
# Fork: 1 of 10
# Warmup Iteration   1: 3257.929 ops/s
# Warmup Iteration   2: 3370.447 ops/s
# Warmup Iteration   3: 3365.847 ops/s
# Warmup Iteration   4: 3377.593 ops/s
# Warmup Iteration   5: 3375.043 ops/s
# Warmup Iteration   6: 3366.044 ops/s
# Warmup Iteration   7: 3365.476 ops/s
# Warmup Iteration   8: 3380.776 ops/s
# Warmup Iteration   9: 3381.354 ops/s
# Warmup Iteration  10: 3374.423 ops/s
# Warmup Iteration  11: 3370.208 ops/s
# Warmup Iteration  12: 3381.137 ops/s
# Warmup Iteration  13: 3379.399 ops/s
# Warmup Iteration  14: 3380.298 ops/s
# Warmup Iteration  15: 3374.608 ops/s
# Warmup Iteration  16: 3386.143 ops/s
# Warmup Iteration  17: 3410.493 ops/s
# Warmup Iteration  18: 3393.270 ops/s
# Warmup Iteration  19: 3402.198 ops/s
# Warmup Iteration  20: 3393.775 ops/s
Iteration   1: 3392.541 ops/s
Iteration   2: 3400.588 ops/s
Iteration   3: 3388.537 ops/s
Iteration   4: 3410.487 ops/s
Iteration   5: 3407.092 ops/s
Iteration   6: 3395.812 ops/s
Iteration   7: 3408.804 ops/s
Iteration   8: 3410.777 ops/s
Iteration   9: 3411.489 ops/s
Iteration  10: 3406.495 ops/s
Iteration  11: 3377.616 ops/s
Iteration  12: 3404.813 ops/s
Iteration  13: 3390.552 ops/s
Iteration  14: 3409.195 ops/s
Iteration  15: 3407.161 ops/s
Iteration  16: 3389.798 ops/s
Iteration  17: 3409.490 ops/s
Iteration  18: 3408.280 ops/s
Iteration  19: 3387.083 ops/s
Iteration  20: 3401.039 ops/s

# Run progress: 77.50% complete, ETA 00:06:02
# Fork: 2 of 10
# Warmup Iteration   1: 3084.929 ops/s
# Warmup Iteration   2: 3176.369 ops/s
# Warmup Iteration   3: 3269.109 ops/s
# Warmup Iteration   4: 3258.127 ops/s
# Warmup Iteration   5: 3239.517 ops/s
# Warmup Iteration   6: 3262.575 ops/s
# Warmup Iteration   7: 3272.315 ops/s
# Warmup Iteration   8: 3254.361 ops/s
# Warmup Iteration   9: 3274.372 ops/s
# Warmup Iteration  10: 3261.604 ops/s
# Warmup Iteration  11: 2885.703 ops/s
# Warmup Iteration  12: 3290.847 ops/s
# Warmup Iteration  13: 3292.975 ops/s
# Warmup Iteration  14: 3283.502 ops/s
# Warmup Iteration  15: 3256.133 ops/s
# Warmup Iteration  16: 3282.140 ops/s
# Warmup Iteration  17: 2794.485 ops/s
# Warmup Iteration  18: 3135.946 ops/s
# Warmup Iteration  19: 3130.162 ops/s
# Warmup Iteration  20: 3222.491 ops/s
Iteration   1: 3250.510 ops/s
Iteration   2: 3282.119 ops/s
Iteration   3: 2859.395 ops/s
Iteration   4: 3096.768 ops/s
Iteration   5: 3262.826 ops/s
Iteration   6: 3299.329 ops/s
Iteration   7: 3300.747 ops/s
Iteration   8: 3300.503 ops/s
Iteration   9: 3282.904 ops/s
Iteration  10: 3273.022 ops/s
Iteration  11: 3291.920 ops/s
Iteration  12: 3300.270 ops/s
Iteration  13: 3265.165 ops/s
Iteration  14: 3266.074 ops/s
Iteration  15: 3239.665 ops/s
Iteration  16: 3277.793 ops/s
Iteration  17: 3277.118 ops/s
Iteration  18: 3264.480 ops/s
Iteration  19: 3239.867 ops/s
Iteration  20: 3252.320 ops/s

# Run progress: 80.00% complete, ETA 00:05:22
# Fork: 3 of 10
# Warmup Iteration   1: 3203.840 ops/s
# Warmup Iteration   2: 3320.260 ops/s
# Warmup Iteration   3: 3324.100 ops/s
# Warmup Iteration   4: 3313.469 ops/s
# Warmup Iteration   5: 3299.818 ops/s
# Warmup Iteration   6: 3326.467 ops/s
# Warmup Iteration   7: 3322.876 ops/s
# Warmup Iteration   8: 3345.321 ops/s
# Warmup Iteration   9: 3339.753 ops/s
# Warmup Iteration  10: 3317.744 ops/s
# Warmup Iteration  11: 3344.499 ops/s
# Warmup Iteration  12: 3342.400 ops/s
# Warmup Iteration  13: 3343.835 ops/s
# Warmup Iteration  14: 3325.350 ops/s
# Warmup Iteration  15: 3302.300 ops/s
# Warmup Iteration  16: 3243.763 ops/s
# Warmup Iteration  17: 3288.851 ops/s
# Warmup Iteration  18: 3288.345 ops/s
# Warmup Iteration  19: 3294.145 ops/s
# Warmup Iteration  20: 3276.845 ops/s
Iteration   1: 3327.490 ops/s
Iteration   2: 3326.923 ops/s
Iteration   3: 3329.697 ops/s
Iteration   4: 3307.928 ops/s
Iteration   5: 3293.703 ops/s
Iteration   6: 3320.557 ops/s
Iteration   7: 3320.894 ops/s
Iteration   8: 3320.124 ops/s
Iteration   9: 3308.935 ops/s
Iteration  10: 3278.520 ops/s
Iteration  11: 3316.916 ops/s
Iteration  12: 3332.937 ops/s
Iteration  13: 3349.889 ops/s
Iteration  14: 3343.243 ops/s
Iteration  15: 3321.624 ops/s
Iteration  16: 3348.589 ops/s
Iteration  17: 3348.225 ops/s
Iteration  18: 3345.046 ops/s
Iteration  19: 3344.321 ops/s
Iteration  20: 3262.814 ops/s

# Run progress: 82.50% complete, ETA 00:04:41
# Fork: 4 of 10
# Warmup Iteration   1: 3198.053 ops/s
# Warmup Iteration   2: 3272.329 ops/s
# Warmup Iteration   3: 3278.639 ops/s
# Warmup Iteration   4: 3267.338 ops/s
# Warmup Iteration   5: 3260.226 ops/s
# Warmup Iteration   6: 3276.413 ops/s
# Warmup Iteration   7: 3279.955 ops/s
# Warmup Iteration   8: 3249.883 ops/s
# Warmup Iteration   9: 3241.985 ops/s
# Warmup Iteration  10: 3221.673 ops/s
# Warmup Iteration  11: 3258.976 ops/s
# Warmup Iteration  12: 3261.026 ops/s
# Warmup Iteration  13: 3264.777 ops/s
# Warmup Iteration  14: 3232.956 ops/s
# Warmup Iteration  15: 3252.233 ops/s
# Warmup Iteration  16: 3300.455 ops/s
# Warmup Iteration  17: 3334.609 ops/s
# Warmup Iteration  18: 3331.067 ops/s
# Warmup Iteration  19: 3331.904 ops/s
# Warmup Iteration  20: 3301.358 ops/s
Iteration   1: 3271.336 ops/s
Iteration   2: 3246.750 ops/s
Iteration   3: 3249.132 ops/s
Iteration   4: 3223.695 ops/s
Iteration   5: 3213.401 ops/s
Iteration   6: 3180.476 ops/s
Iteration   7: 3200.819 ops/s
Iteration   8: 3223.987 ops/s
Iteration   9: 3223.675 ops/s
Iteration  10: 3211.496 ops/s
Iteration  11: 3220.225 ops/s
Iteration  12: 3214.903 ops/s
Iteration  13: 3229.536 ops/s
Iteration  14: 3241.062 ops/s
Iteration  15: 3279.756 ops/s
Iteration  16: 3311.738 ops/s
Iteration  17: 3311.695 ops/s
Iteration  18: 3311.464 ops/s
Iteration  19: 3311.865 ops/s
Iteration  20: 3304.776 ops/s

# Run progress: 85.00% complete, ETA 00:04:01
# Fork: 5 of 10
# Warmup Iteration   1: 3212.608 ops/s
# Warmup Iteration   2: 3309.090 ops/s
# Warmup Iteration   3: 3275.805 ops/s
# Warmup Iteration   4: 3303.708 ops/s
# Warmup Iteration   5: 3293.615 ops/s
# Warmup Iteration   6: 3318.884 ops/s
# Warmup Iteration   7: 3307.548 ops/s
# Warmup Iteration   8: 3361.572 ops/s
# Warmup Iteration   9: 3349.266 ops/s
# Warmup Iteration  10: 3324.548 ops/s
# Warmup Iteration  11: 3356.078 ops/s
# Warmup Iteration  12: 3352.751 ops/s
# Warmup Iteration  13: 3359.708 ops/s
# Warmup Iteration  14: 3350.313 ops/s
# Warmup Iteration  15: 3338.099 ops/s
# Warmup Iteration  16: 3340.356 ops/s
# Warmup Iteration  17: 3349.950 ops/s
# Warmup Iteration  18: 3351.000 ops/s
# Warmup Iteration  19: 3330.528 ops/s
# Warmup Iteration  20: 3312.650 ops/s
Iteration   1: 3326.444 ops/s
Iteration   2: 3325.207 ops/s
Iteration   3: 3328.845 ops/s
Iteration   4: 3338.040 ops/s
Iteration   5: 3337.076 ops/s
Iteration   6: 3342.005 ops/s
Iteration   7: 3359.299 ops/s
Iteration   8: 3358.121 ops/s
Iteration   9: 3341.800 ops/s
Iteration  10: 3329.584 ops/s
Iteration  11: 3358.486 ops/s
Iteration  12: 3309.896 ops/s
Iteration  13: 3311.886 ops/s
Iteration  14: 3280.358 ops/s
Iteration  15: 3269.838 ops/s
Iteration  16: 3280.142 ops/s
Iteration  17: 3285.827 ops/s
Iteration  18: 3246.867 ops/s
Iteration  19: 3244.125 ops/s
Iteration  20: 3308.596 ops/s

# Run progress: 87.50% complete, ETA 00:03:21
# Fork: 6 of 10
# Warmup Iteration   1: 3184.805 ops/s
# Warmup Iteration   2: 3304.491 ops/s
# Warmup Iteration   3: 3314.608 ops/s
# Warmup Iteration   4: 3293.131 ops/s
# Warmup Iteration   5: 3317.806 ops/s
# Warmup Iteration   6: 3320.222 ops/s
# Warmup Iteration   7: 3309.023 ops/s
# Warmup Iteration   8: 3306.521 ops/s
# Warmup Iteration   9: 3286.532 ops/s
# Warmup Iteration  10: 3310.275 ops/s
# Warmup Iteration  11: 3311.663 ops/s
# Warmup Iteration  12: 3311.163 ops/s
# Warmup Iteration  13: 3304.181 ops/s
# Warmup Iteration  14: 3284.478 ops/s
# Warmup Iteration  15: 3308.286 ops/s
# Warmup Iteration  16: 3128.976 ops/s
# Warmup Iteration  17: 3324.677 ops/s
# Warmup Iteration  18: 2946.119 ops/s
# Warmup Iteration  19: 3016.855 ops/s
# Warmup Iteration  20: 3321.993 ops/s
Iteration   1: 3308.100 ops/s
Iteration   2: 2996.307 ops/s
Iteration   3: 3338.945 ops/s
Iteration   4: 3300.115 ops/s
Iteration   5: 3328.025 ops/s
Iteration   6: 2939.939 ops/s
Iteration   7: 2242.704 ops/s
Iteration   8: 2764.896 ops/s
Iteration   9: 3296.681 ops/s
Iteration  10: 3325.763 ops/s
Iteration  11: 3332.982 ops/s
Iteration  12: 3313.870 ops/s
Iteration  13: 3272.610 ops/s
Iteration  14: 3316.006 ops/s
Iteration  15: 3312.626 ops/s
Iteration  16: 3276.019 ops/s
Iteration  17: 3343.719 ops/s
Iteration  18: 3347.976 ops/s
Iteration  19: 3329.241 ops/s
Iteration  20: 3329.954 ops/s

# Run progress: 90.00% complete, ETA 00:02:41
# Fork: 7 of 10
# Warmup Iteration   1: 3273.155 ops/s
# Warmup Iteration   2: 3343.310 ops/s
# Warmup Iteration   3: 3373.504 ops/s
# Warmup Iteration   4: 3349.182 ops/s
# Warmup Iteration   5: 3376.148 ops/s
# Warmup Iteration   6: 3379.792 ops/s
# Warmup Iteration   7: 3375.404 ops/s
# Warmup Iteration   8: 3397.290 ops/s
# Warmup Iteration   9: 3384.809 ops/s
# Warmup Iteration  10: 3416.865 ops/s
# Warmup Iteration  11: 3416.285 ops/s
# Warmup Iteration  12: 3417.265 ops/s
# Warmup Iteration  13: 3407.543 ops/s
# Warmup Iteration  14: 3388.491 ops/s
# Warmup Iteration  15: 3406.975 ops/s
# Warmup Iteration  16: 3371.257 ops/s
# Warmup Iteration  17: 3396.493 ops/s
# Warmup Iteration  18: 3390.629 ops/s
# Warmup Iteration  19: 3379.810 ops/s
# Warmup Iteration  20: 3317.982 ops/s
Iteration   1: 3224.668 ops/s
Iteration   2: 3172.869 ops/s
Iteration   3: 3197.909 ops/s
Iteration   4: 3200.452 ops/s
Iteration   5: 3228.811 ops/s
Iteration   6: 3229.410 ops/s
Iteration   7: 3222.570 ops/s
Iteration   8: 3156.829 ops/s
Iteration   9: 3212.941 ops/s
Iteration  10: 3082.251 ops/s
Iteration  11: 3227.705 ops/s
Iteration  12: 3205.261 ops/s
Iteration  13: 3204.568 ops/s
Iteration  14: 3320.485 ops/s
Iteration  15: 3367.540 ops/s
Iteration  16: 3339.188 ops/s
Iteration  17: 3368.894 ops/s
Iteration  18: 3363.820 ops/s
Iteration  19: 3337.277 ops/s
Iteration  20: 3368.421 ops/s

# Run progress: 92.50% complete, ETA 00:02:00
# Fork: 8 of 10
# Warmup Iteration   1: 3351.318 ops/s
# Warmup Iteration   2: 3473.647 ops/s
# Warmup Iteration   3: 3477.785 ops/s
# Warmup Iteration   4: 3451.994 ops/s
# Warmup Iteration   5: 3480.710 ops/s
# Warmup Iteration   6: 3481.342 ops/s
# Warmup Iteration   7: 3443.432 ops/s
# Warmup Iteration   8: 3438.671 ops/s
# Warmup Iteration   9: 3401.946 ops/s
# Warmup Iteration  10: 3443.560 ops/s
# Warmup Iteration  11: 3443.658 ops/s
# Warmup Iteration  12: 3444.042 ops/s
# Warmup Iteration  13: 3434.164 ops/s
# Warmup Iteration  14: 3400.470 ops/s
# Warmup Iteration  15: 3460.340 ops/s
# Warmup Iteration  16: 3490.501 ops/s
# Warmup Iteration  17: 3489.382 ops/s
# Warmup Iteration  18: 3481.465 ops/s
# Warmup Iteration  19: 3398.958 ops/s
# Warmup Iteration  20: 3476.166 ops/s
Iteration   1: 3476.871 ops/s
Iteration   2: 3475.973 ops/s
Iteration   3: 3473.176 ops/s
Iteration   4: 3460.373 ops/s
Iteration   5: 3488.666 ops/s
Iteration   6: 3489.571 ops/s
Iteration   7: 3488.170 ops/s
Iteration   8: 3474.821 ops/s
Iteration   9: 3442.145 ops/s
Iteration  10: 3476.960 ops/s
Iteration  11: 3491.164 ops/s
Iteration  12: 3488.193 ops/s
Iteration  13: 3444.901 ops/s
Iteration  14: 3422.263 ops/s
Iteration  15: 3449.349 ops/s
Iteration  16: 3448.393 ops/s
Iteration  17: 3445.037 ops/s
Iteration  18: 3428.799 ops/s
Iteration  19: 3421.306 ops/s
Iteration  20: 3444.716 ops/s

# Run progress: 95.00% complete, ETA 00:01:20
# Fork: 9 of 10
# Warmup Iteration   1: 3199.924 ops/s
# Warmup Iteration   2: 3267.127 ops/s
# Warmup Iteration   3: 3254.238 ops/s
# Warmup Iteration   4: 3256.979 ops/s
# Warmup Iteration   5: 3276.598 ops/s
# Warmup Iteration   6: 3271.756 ops/s
# Warmup Iteration   7: 3276.641 ops/s
# Warmup Iteration   8: 3282.682 ops/s
# Warmup Iteration   9: 3315.080 ops/s
# Warmup Iteration  10: 3317.478 ops/s
# Warmup Iteration  11: 3319.417 ops/s
# Warmup Iteration  12: 3313.260 ops/s
# Warmup Iteration  13: 3293.244 ops/s
# Warmup Iteration  14: 3303.720 ops/s
# Warmup Iteration  15: 3319.079 ops/s
# Warmup Iteration  16: 3302.646 ops/s
# Warmup Iteration  17: 3343.933 ops/s
# Warmup Iteration  18: 3324.623 ops/s
# Warmup Iteration  19: 3336.264 ops/s
# Warmup Iteration  20: 3342.431 ops/s
Iteration   1: 3346.965 ops/s
Iteration   2: 3339.520 ops/s
Iteration   3: 3318.794 ops/s
Iteration   4: 3327.001 ops/s
Iteration   5: 3334.744 ops/s
Iteration   6: 3335.753 ops/s
Iteration   7: 3331.130 ops/s
Iteration   8: 3304.390 ops/s
Iteration   9: 3330.487 ops/s
Iteration  10: 3332.055 ops/s
Iteration  11: 3332.643 ops/s
Iteration  12: 3318.219 ops/s
Iteration  13: 3301.892 ops/s
Iteration  14: 3329.198 ops/s
Iteration  15: 3303.116 ops/s
Iteration  16: 3325.025 ops/s
Iteration  17: 3321.900 ops/s
Iteration  18: 3299.537 ops/s
Iteration  19: 3326.641 ops/s
Iteration  20: 3296.080 ops/s

# Run progress: 97.50% complete, ETA 00:00:40
# Fork: 10 of 10
# Warmup Iteration   1: 3152.772 ops/s
# Warmup Iteration   2: 3206.241 ops/s
# Warmup Iteration   3: 3248.402 ops/s
# Warmup Iteration   4: 3262.043 ops/s
# Warmup Iteration   5: 3272.411 ops/s
# Warmup Iteration   6: 3275.392 ops/s
# Warmup Iteration   7: 3270.370 ops/s
# Warmup Iteration   8: 3259.734 ops/s
# Warmup Iteration   9: 3290.225 ops/s
# Warmup Iteration  10: 3272.065 ops/s
# Warmup Iteration  11: 3291.918 ops/s
# Warmup Iteration  12: 3275.594 ops/s
# Warmup Iteration  13: 3265.323 ops/s
# Warmup Iteration  14: 3291.760 ops/s
# Warmup Iteration  15: 3293.376 ops/s
# Warmup Iteration  16: 3251.043 ops/s
# Warmup Iteration  17: 3168.190 ops/s
# Warmup Iteration  18: 3142.865 ops/s
# Warmup Iteration  19: 3173.900 ops/s
# Warmup Iteration  20: 3247.350 ops/s
Iteration   1: 3259.337 ops/s
Iteration   2: 3262.994 ops/s
Iteration   3: 3243.267 ops/s
Iteration   4: 3261.841 ops/s
Iteration   5: 3269.188 ops/s
Iteration   6: 3279.481 ops/s
Iteration   7: 3274.142 ops/s
Iteration   8: 3243.493 ops/s
Iteration   9: 3277.164 ops/s
Iteration  10: 3279.047 ops/s
Iteration  11: 3281.442 ops/s
Iteration  12: 3268.027 ops/s
Iteration  13: 3256.251 ops/s
Iteration  14: 3255.015 ops/s
Iteration  15: 3287.806 ops/s
Iteration  16: 3277.975 ops/s
Iteration  17: 3282.461 ops/s
Iteration  18: 3264.631 ops/s
Iteration  19: 3270.462 ops/s
Iteration  20: 3173.148 ops/s


Result "com.github.arnaudroger.re2j.Re2jRegex.testExp2":
  3303.073 ±(99.9%) 28.973 ops/s [Average]
  (min, avg, max) = (2242.704, 3303.073, 3491.164), stdev = 122.673
  CI (99.9%): [3274.100, 3332.045] (assumes normal distribution)


# Run complete. Total time: 00:26:50

Benchmark            Mode  Cnt      Score     Error  Units
JavaRegex.testExp1  thrpt  200  79878.626 ± 389.225  ops/s
JavaRegex.testExp2  thrpt  200  34563.354 ± 290.283  ops/s
Re2jRegex.testExp1  thrpt  200   7952.196 ±  64.420  ops/s
Re2jRegex.testExp2  thrpt  200   3303.073 ±  28.973  ops/s

Benchmark result is saved to 03_arraylist_1.csv
